 -0.002931,  -0.009282,   0.016113,   0.023988,  -1.007569,  -0.082708, 0,0,0,0
 -0.003420,  -0.007816,   0.018066,   0.025697,  -0.990478,  -0.075993, 0,0,0,0
 -0.004885,  -0.006351,   0.019043,   0.030336,  -0.956052,  -0.062809, 0,0,0,0
 -0.004885,  -0.005862,   0.015625,   0.030947,  -0.947629,  -0.065373, 0,0,0,0
 -0.005374,  -0.004885,   0.012207,   0.028139,  -0.956784,  -0.075017, 0,0,0,0
 -0.012702,  -0.003420,   0.008301,   0.020936,  -0.997436,  -0.094915, 0,0,0,0
 -0.010747,  -0.005374,   0.012207,   0.017030,  -1.017457,  -0.096502, 0,0,0,0
 -0.004397,  -0.007328,   0.015625,   0.022401,  -1.004273,  -0.086370, 0,0,0,0
  0.000977,  -0.006839,   0.015137,   0.026552,  -0.987060,  -0.074284, 0,0,0,0
  0.003418,  -0.005862,   0.012207,   0.033999,  -0.971922,  -0.071110, 0,0,0,0
  0.001953,  -0.004397,   0.004883,   0.037173,  -0.964109,  -0.076115, 0,0,0,0
 -0.004397,  -0.004885,  -0.001954,   0.033999,  -0.974242,  -0.081243, 0,0,0,0
 -0.008793,  -0.004885,  -0.006351,   0.024843,  -0.991088,  -0.085882, 0,0,0,0
 -0.009770,  -0.006839,  -0.003420,   0.019960,  -1.020631,  -0.088323, 0,0,0,0
 -0.003420,  -0.007816,   0.000488,   0.022035,  -1.000732,  -0.077092, 0,0,0,0
 -0.002443,  -0.005862,   0.008789,   0.020204,  -1.005005,  -0.086492, 0,0,0,0
 -0.004397,  -0.007328,   0.018555,   0.039492,  -0.993164,  -0.077703, 0,0,0,0
 -0.010259,  -0.006839,   0.020508,   0.013368,  -1.005982,  -0.083562, 0,0,0,0
 -0.010747,  -0.007816,   0.022461,   0.023134,  -0.997558,  -0.077825, 0,0,0,0
 -0.012213,  -0.006839,   0.020020,   0.029848,  -0.984496,  -0.073064, 0,0,0,0
 -0.014656,  -0.005374,   0.018555,   0.028627,  -0.988647,  -0.078923, 0,0,0,0
 -0.019052,  -0.002931,   0.006348,   0.014466,  -0.998169,  -0.083440, 0,0,0,0
 -0.013190,   0.000000,   0.000488,   0.027406,  -0.981200,  -0.088201, 0,0,0,0
 -0.002443,   0.007324,  -0.002443,   0.027284,  -0.998779,  -0.097357, 0,0,0,0
  0.006836,   0.001953,   0.010742,   0.030947,  -0.980956,  -0.083562, 0,0,0,0
  0.008789,   0.000000,   0.012207,   0.024232,  -0.989135,  -0.081975, 0,0,0,0
  0.002441,   0.004883,   0.007812,   0.027773,  -0.979125,  -0.078557, 0,0,0,0
  0.003906,   0.000977,   0.000488,   0.029238,  -1.002197,  -0.094061, 0,0,0,0
  0.006348,  -0.000489,   0.003906,   0.025453,  -0.984130,  -0.081365, 0,0,0,0
  0.006348,  -0.012702,   0.006836,   0.027040,  -0.999756,  -0.076970, 0,0,0,0
  0.003906,  -0.002931,   0.007324,   0.028871,  -0.985229,  -0.086492, 0,0,0,0
  0.009766,  -0.005862,   0.008301,   0.023744,  -0.981933,  -0.081609, 0,0,0,0
  0.009766,  -0.005374,   0.010742,   0.022890,  -0.990234,  -0.077825, 0,0,0,0
  0.006836,  -0.000489,   0.009277,   0.027773,  -0.984862,  -0.075139, 0,0,0,0
 -0.002931,  -0.004397,   0.004395,   0.027040,  -0.991577,  -0.073186, 0,0,0,0
 -0.011236,  -0.006351,   0.007812,   0.024477,  -0.998779,  -0.078923, 0,0,0,0
 -0.018564,  -0.001954,   0.010742,   0.023866,  -0.994140,  -0.082586, 0,0,0,0
 -0.011724,  -0.001954,   0.006348,   0.025331,  -0.990966,  -0.095526, 0,0,0,0
 -0.003908,  -0.004397,   0.000977,   0.020204,  -0.999878,  -0.091619, 0,0,0,0
  0.001953,  -0.005862,  -0.000977,   0.021669,  -0.986938,  -0.079045, 0,0,0,0
  0.002441,  -0.000489,   0.003906,   0.025209,  -0.992553,  -0.085882, 0,0,0,0
  0.002930,  -0.000489,   0.004395,   0.027162,  -1.001343,  -0.087225, 0,0,0,0
  0.001953,   0.000000,   0.005371,   0.026186,  -0.986571,  -0.078313, 0,0,0,0
  0.000977,  -0.000977,   0.005859,   0.025697,  -0.997436,  -0.082464, 0,0,0,0
 -0.005374,  -0.003908,   0.008301,   0.021791,  -0.997803,  -0.081243, 0,0,0,0
 -0.009770,  -0.003908,   0.008789,   0.024232,  -0.987914,  -0.073796, 0,0,0,0
 -0.018075,  -0.000977,   0.009277,   0.022890,  -0.990112,  -0.078191, 0,0,0,0
 -0.019052,   0.002930,   0.008789,   0.023012,  -0.995483,  -0.087102, 0,0,0,0
 -0.011236,   0.003906,   0.008789,   0.022035,  -0.981078,  -0.086370, 0,0,0,0
  0.005371,  -0.003420,   0.000488,   0.024477,  -0.997925,  -0.097235, 0,0,0,0
  0.015137,  -0.006839,  -0.005862,   0.019716,  -1.001831,  -0.089910, 0,0,0,0
 -0.002931,  -0.005862,   0.004883,   0.023866,  -0.992065,  -0.074406, 0,0,0,0
 -0.021495,  -0.000489,   0.008301,   0.020448,  -0.992797,  -0.086126, 0,0,0,0
 -0.012702,  -0.000489,   0.008789,   0.023988,  -0.988769,  -0.089422, 0,0,0,0
 -0.003420,   0.000488,   0.005859,   0.022401,  -0.991088,  -0.092474, 0,0,0,0
  0.008301,  -0.000977,   0.004395,   0.022645,  -0.988525,  -0.091741, 0,0,0,0
  0.017578,  -0.003908,  -0.001466,   0.020448,  -1.001465,  -0.082708, 0,0,0,0
  0.002930,  -0.003908,   0.005859,   0.020814,  -1.001709,  -0.074528, 0,0,0,0
 -0.003908,  -0.002443,   0.009277,   0.019227,  -0.984618,  -0.069890, 0,0,0,0
 -0.009770,   0.000000,   0.012207,   0.018373,  -0.992797,  -0.078801, 0,0,0,0
 -0.011236,   0.001465,   0.012695,   0.020814,  -0.986327,  -0.077458, 0,0,0,0
 -0.013679,   0.002930,   0.014160,   0.019716,  -1.000244,  -0.085271, 0,0,0,0
 -0.012213,   0.003906,   0.013184,   0.021547,  -0.993042,  -0.088690, 0,0,0,0
 -0.004885,   0.004883,   0.007324,   0.024477,  -0.991821,  -0.095770, 0,0,0,0
  0.022461,  -0.006351,  -0.006351,   0.022401,  -0.980101,  -0.082219, 0,0,0,0
  0.019043,  -0.011724,  -0.005862,   0.024110,  -0.987792,  -0.070256, 0,0,0,0
 -0.025892,  -0.007816,   0.015137,   0.022157,  -0.988403,  -0.070012, 0,0,0,0
 -0.030777,  -0.004885,   0.019043,   0.026308,  -0.978636,  -0.084539, 0,0,0,0
 -0.025892,  -0.006351,   0.015625,   0.018983,  -0.993164,  -0.091619, 0,0,0,0
 -0.021983,  -0.008305,   0.013184,   0.018373,  -0.978881,  -0.086980, 0,0,0,0
 -0.006839,  -0.009282,   0.003906,   0.018495,  -0.984496,  -0.094061, 0,0,0,0
 -0.009770,   0.002441,   0.015625,   0.015443,  -0.984618,  -0.080022, 0,0,0,0
 -0.012702,   0.001465,   0.014648,   0.024599,  -0.988647,  -0.081975, 0,0,0,0
 -0.010259,  -0.000489,   0.011719,   0.026064,  -0.985229,  -0.084173, 0,0,0,0
  0.000488,  -0.006351,   0.006348,   0.020814,  -0.990478,  -0.088690, 0,0,0,0
